id,enerc_kcal,water,protain,protainb_by_amino,lipid,fantnlea,fasat,fams,fapu,carbohydrate,choavlm,fibsol,fibins,fibtg,ash,ne,k,ca,mg,p,fe,zn,cu,mn,i_d,se,cr,mo,retol,carta,cartb,crypxb,cartbeq,vita_rae,vitd,tocpha,tocphb,tocphg,tocphd,vitk,thiahcl,ribf,nia,vitb6a,vitb12,fol,pantac,biot,vitc,nacl_eq,alc,nitra,thebrn,caffn,tan,polyphent,aceac,food_id
1715,313,41.2,24.2,20,18.1,17.2,3.26,9.54,3.67,13.3,14.3,0.2,0.6,0.8,3.2,990,430,11,32,240,1,2.1,0.07,0.17,Tr,25,1,6,28,-,5,3,6,28,0.2,2.5,Tr,3.6,0.1,45,0.12,0.23,6,0.21,0.3,23,1.19,4.8,2,2.5,-,-,-,-,-,-,-,1715
1716,127,76.1,19,16,5,4.3,1.38,2.06,0.71,0,-,0,0,0,1,69,320,5,24,190,0.6,1.8,0.04,0.01,0,19,0,2,16,-,0,-,-,16,0.2,0.6,0,0.1,0,23,0.12,0.19,5.5,0.31,0.3,10,1.06,3.6,3,0.2,-,-,-,-,-,-,-,1716
1717,161,68.1,25.5,-21.5,5.7,4.5,1.41,2.14,0.75,0,-,0,0,0,1.2,81,380,7,29,220,0.9,2.6,0.06,0.01,-,-,-,-,13,-,-,-,-,13,0,0.3,0,Tr,0,29,0.14,0.23,6.7,0.37,0.4,10,1.33,-,3,0.2,-,-,-,-,-,-,-,1717
1718,155,69.1,25.1,-21.1,5.2,4.2,1.36,1.98,0.69,0,-,0,0,0,0.9,56,260,10,25,190,0.8,2.2,0.05,0.01,-,-,-,-,14,-,-,-,-,14,0,0.3,0,Tr,0,25,0.12,0.18,5.3,0.36,0.3,8,0.99,-,2,0.1,-,-,-,-,-,-,-,1718
1719,255,47.1,25.4,20.4,11.4,10.5,1.62,5.89,2.58,12.7,14.7,0.2,0.7,0.9,3.4,1100,440,12,34,250,1,2.3,0.07,0.18,Tr,25,1,6,16,-,5,4,7,17,0.2,2.2,Tr,3,0.1,33,0.15,0.25,6.8,0.23,0.4,22,1.11,5.6,2,2.7,-,-,-,-,-,-,-,1719
1720,105,75,23,-,0.8,0.5,0.17,0.2,0.13,0,-,0,0,0,1.2,33,420,3,31,220,0.2,0.6,0.03,0.01,0,22,0,6,5,-,-,-,Tr,5,0,0.2,0,0.1,0,14,0.09,0.11,11.8,0.6,0.1,10,3.08,3,2,0.1,-,-,-,-,-,-,-,1720
1721,127,70.1,27.3,-,1.3,0.8,0.26,0.31,0.16,0,-,0,0,0,1.3,38,480,4,36,260,0.3,0.7,0.03,0.02,-,-,-,-,4,-,-,-,Tr,4,0,Tr,0,0,0,11,0.1,0.14,15.5,0.52,0.2,8,3.16,-,2,0.1,-,-,-,-,-,-,-,1721
1722,125,70.6,27.3,-,1,0.6,0.2,0.23,0.11,0,-,0,0,0,1.1,29,350,4,32,220,0.3,0.7,0.03,0.01,-,-,-,-,3,-,-,-,Tr,3,0,Tr,0,0,0,9,0.09,0.12,10.5,0.58,0.1,7,2.46,-,1,0.1,-,-,-,-,-,-,-,1722
1723,186,70.2,17.5,14.3,12,11,3.28,5.31,1.9,0,-,0,0,0,0.8,55,250,8,24,110,0.8,1.1,0.04,0.01,2,17,1,2,37,0,0,0,0,37,0.1,0.9,0,0.1,0,26,0.09,0.17,5.9,0.52,0.3,10,1.4,3.3,1,0.1,-,-,-,-,-,-,-,1723
1724,255,57.1,27.5,22.6,14.8,13.7,4.17,6.64,2.29,0,-,0,0,0,1.3,85,400,19,37,170,1.4,1.8,0.05,0.02,5,27,2,4,47,0,0,0,0,47,0.2,1.3,0,0.1,0,41,0.14,0.26,9.3,0.61,0.4,13,2,5.5,1,0.2,-,-,-,-,-,-,-,1724
1725,207,69,14.5,12,15.5,13.2,3.86,6.46,2.27,Tr,-,0,0,0,1,85,240,5,15,170,5.1,2.3,0.32,-,-,-,-,-,700,-,-,-,Tr,700,0.4,1,0,0.3,0,51,0.22,1.1,6,0.21,1.7,43,4.41,-,5,0.2,-,-,-,-,-,-,-,1725
1726,111,75.7,18.9,15.7,3.1,1.9,0.72,0.44,0.63,0.6,-,0,0,0,1.7,85,330,5,19,300,9,3.3,0.32,0.33,1,60,1,82,14000,-,-,-,30,14000,0.2,0.4,0,0.1,0,14,0.38,1.8,4.5,0.65,44.4,1300,10.1,232.4,20,0.2,-,-,-,-,-,-,-,1726
1727,94,79,18.3,15.1,1.8,1.2,0.4,0.49,0.24,Tr,-,0,0,0,0.9,55,230,7,14,140,2.5,2.8,0.1,-,-,-,-,-,4,-,-,-,Tr,4,0,0.3,0,0,0,28,0.06,0.26,3.9,0.04,1.7,36,1.3,-,5,0.1,-,-,-,-,-,-,-,1727
1728,492,41.5,9.4,6.6,48.1,46.7,14.85,23.5,6.31,0,-,0,0,0,0.4,23,140,3,8,63,0.3,0.5,0.05,0.01,-,-,-,-,120,0,0,0,0,120,0.3,0.4,0,0.2,0,110,0.02,0.05,6.7,0.11,0.4,3,0.64,-,1,0.1,-,-,-,-,-,-,-,1728
1729,513,41.6,6.6,5.1,51.6,50.3,16.3,25.23,6.54,0,-,0,0,0,0.2,23,33,6,6,34,0.3,0.4,0.02,0.01,1,9,3,1,120,-,-,-,Tr,120,0.3,0.2,0,0.1,0,120,0.01,0.05,3,0.04,0.3,2,0.25,2.9,1,0.1,-,-,-,-,-,-,-,1729
1730,54,85,12.5,-,0.4,0.3,0.09,0.12,0.03,0.4,-,0,0,0,1.7,390,170,47,15,78,0.3,0.3,0.03,0.02,-,-,-,-,1,-,-,-,0,1,0,Tr,0,0,0,5,0.03,0.03,3.6,0.03,0.1,5,0.64,-,3,1,-,-,-,-,-,-,-,1730
1731,177,62.8,18.4,-,7.8,7.6,2.08,3.46,1.7,8.2,-,0,0,0,2.8,850,200,12,21,75,2.9,1.6,0.08,0.07,-,-,-,-,60,-,-,-,0,60,0,0.3,0,0,0,21,0.01,0.18,3.1,0.08,0.4,7,0.65,-,0,2.2,-,-,-,-,-,-,-,1731
1732,245,53.7,15.5,12.8,13.7,12.3,3.28,6.2,2.26,14.9,13.9,0.3,1,1.2,2.3,630,260,48,24,220,0.6,0.6,0.04,0.13,4,13,3,7,16,1,98,8,100,24,0.2,2.9,Tr,1.6,0.2,27,0.08,0.09,6.6,0.28,0.1,13,0.87,2.8,1,1.6,-,-,-,-,-,-,-,1732
1733,235,57.9,15.2,13.2,15.2,14.8,3.98,7.12,3,9.3,11.5,0.8,1.1,1.9,2.4,720,260,33,25,170,1.1,1.4,0.07,0.21,38,16,4,12,38,0,5,2,6,38,0.4,1,0,0.5,0.1,47,0.11,0.18,3.8,0.16,0.3,18,0.74,5.5,0,1.8,-,-,-,-,-,-,-,1733
1734,141,71.5,21.8,-19,5.1,4.4,1.23,1.9,1.09,0.3,-,0,0,0,1.3,88,380,3,28,260,4.4,0.6,0.17,0.04,-,-,-,-,16,-,-,-,Tr,16,0.2,0.3,0,0.1,0,5,0.32,1.89,9.9,0.53,2,2,4.48,-,3,0.2,-,-,-,-,-,-,-,1734
1735,105,75.2,22.5,19,1,0.7,0.21,0.18,0.26,0.2,-,0,0,0,1.1,67,350,6,27,230,1.1,1.2,0.1,0.02,-,-,-,-,9,-,-,-,0,9,0.4,0.1,0,0.1,0,32,0.16,0.2,8.2,0.57,0.5,2,1.13,-,3,0.2,-,-,-,-,-,-,-,1735
1736,247,33.7,26.3,-,1.4,0.6,0.11,0.12,0.32,32.3,-,0,0,0,6.3,1900,260,28,32,180,4.7,3.2,0.77,1.21,-,-,-,-,Tr,-,-,-,900,75,0.3,2.8,Tr,0.2,0,7,0.06,1,1.7,0.12,0.1,54,0.43,-,0,4.8,-,-,-,-,-,-,-,1736
1737,99,76.3,22.3,-,0.4,0.2,0.07,0.06,0.09,0.3,-,0,0,0,0.7,33,230,9,23,140,0.4,1.2,0.05,0.01,-,-,-,-,0,-,-,-,0,0,0.9,0.1,0,0,0,1,0.04,0.13,4.1,0.22,0.9,4,0.18,-,0,0.1,-,-,-,-,-,-,-,1737
1738,197,69.1,16.4,-,13.4,12,2.66,5.43,3.36,0.5,-,0,0,0,0.6,69,150,18,10,88,0.9,1.6,0.04,0.02,-,-,-,-,94,-,-,-,Tr,94,3.6,1,0,0.2,0,5,0.91,0.41,3,0.11,1.2,16,0.2,-,1,0.2,-,-,-,-,-,-,-,1738
1739,250,44.3,16.2,-,7.2,6.8,2.45,2.61,1.39,30.2,-,0,0,0,2.1,680,110,11,24,110,3,1.7,0.36,0.76,-,-,-,-,0,-,-,-,500,42,0,1,0,0.8,0.2,4,0.17,1.22,3.8,0.04,0.1,28,0.52,-,0,1.7,-,-,-,-,-,-,-,1739
1740,214,66.7,13.7,-,16.5,13.5,3.06,8.19,1.64,0,-,0,0,0,3.1,780,65,90,6,230,3,1.3,0.11,0.03,34,29,Tr,5,220,-,-,-,22,220,6.2,1.9,0.1,0.5,Tr,26,Tr,0.27,0.1,0.01,1.1,63,0.94,15.5,0,2,-,-,-,-,-,-,-,1740
1741,176,73.7,12,-10.7,13,10.5,3.6,4.54,1.92,0.4,-0.2,0,0,0,0.9,140,150,53,11,220,2.2,1.6,0.08,0.04,-,-,-,-,160,-,-,-,26,160,1,1.3,0,0.5,0,4,0.1,0.32,0.1,0.1,1.1,6,1.78,-,0,0.4,-,-,-,-,-,-,-,1741
1742,179,72.9,12.6,11.1,13.1,10.7,3.87,4.73,1.61,0.3,-0.3,0,0,0,1.1,130,150,60,11,220,3.1,1.8,0.11,0.03,140,46,0,8,350,0,9,14,16,350,2.5,0.9,0,0.4,0,15,0.14,0.72,0.1,0.13,4.7,91,0.98,19.3,0,0.3,-,-,-,-,-,-,-,1742
1743,182,73.3,11,-9.7,14.1,11.9,4.24,5.36,1.79,0.6,-0.2,0,0,0,1,210,28,47,8,160,2.8,1.8,0.13,0.02,73,42,0,9,480,-,-,-,7,480,2.6,1.6,0,0.4,0,21,0.03,0.33,0,0.05,3.3,47,0.53,8.4,0,0.5,-,-,-,-,-,-,-,1743
1744,151,76.1,12.3,10.6,10.3,-8.6,-2.84,-3.69,-1.66,0.3,0.3,0,0,0,1,140,130,51,11,180,1.8,1.3,0.08,0.02,17,32,0,5,140,0,3,28,17,150,1.8,1,Tr,0.6,Tr,13,0.06,0.43,0.1,0.08,0.9,43,1.45,25.4,0,0.4,-,-,-,-,-,-,-,1744
1745,151,75.8,12.9,-11.1,10,-8.2,-2.7,-3.55,-1.63,0.3,-0.3,0,0,0,1,130,130,51,11,180,1.8,1.3,0.08,0.02,15,35,Tr,5,130,0,3,26,16,140,1.8,1,Tr,0.6,Tr,12,0.06,0.4,0.1,0.07,0.9,35,1.35,25,0,0.3,-,-,-,-,-,-,-,1745
1746,164,74.9,12.3,-10.6,11.7,9.7,3.21,4.17,1.86,0.2,-0.3,0,0,0,0.9,110,100,55,11,200,2.2,1.5,0.09,0.03,-,-,-,-,160,0,3,35,21,160,0.9,1,Tr,0.6,0,13,0.06,0.4,0.1,0.08,1.1,46,1.45,-,0,0.3,-,-,-,-,-,-,-,1746
1747,146,77.5,10.8,-9.3,10.6,9.1,2.97,4.06,1.68,Tr,-0.2,0,0,0,1.1,310,25,40,8,150,1.7,1.2,0.09,0.01,-,-,-,-,85,0,0,-,0,85,0.7,1.1,0,0.9,0,16,0.02,0.31,Tr,0.03,0.9,23,0.3,-,0,0.8,-,-,-,-,-,-,-,1747
1748,217,58.2,9.8,-8.4,10.6,8.9,2.96,4.17,1.4,20.7,-22.5,0,0,0,0.7,100,95,44,10,160,1.5,1,0.04,0.02,-,-,-,-,130,0,3,27,17,130,0.6,0.9,0,0.5,0,8,0.06,0.38,0.1,0.06,0.6,61,1.33,-,0,0.3,-,-,-,-,-,-,-,1748
1749,608,4.5,49.1,-42.3,42,-35.3,-12.29,-15.32,-6.12,0.2,-0.3,0,0,0,4.2,490,560,210,35,700,3,2,0.15,0.08,-,-,-,-,420,0,4,52,30,420,3.3,6.6,0,2.4,Tr,56,0.29,1.24,0.2,0.21,2.7,180,0.13,-,0,1.2,-,-,-,-,-,-,-,1749
1750,387,48.2,16.5,13.5,33.5,27.8,9.22,11.99,5.39,0.1,0.1,0,0,0,1.7,48,87,150,12,570,6,4.2,0.2,0.07,50,56,0,14,470,0,8,93,55,480,5.9,3.4,Tr,2,0.1,40,0.21,0.52,0,0.26,3,140,4.33,65,0,0.1,-,-,-,-,-,-,-,1750
1751,386,48,16.7,-13.7,33.3,27.5,9.01,11.81,5.43,0.2,-0.1,0,0,0,1.8,46,90,150,13,570,5.9,4.2,0.22,0.08,39,52,1,12,440,0,9,86,52,450,5.9,3.4,0.1,2.1,0.1,38,0.19,0.51,0,0.24,2.9,110,4.08,54.9,0,0.1,-,-,-,-,-,-,-,1751
1752,346,42,12.1,-9.9,23.9,20,6.53,8.99,3.63,20.7,-19.7,0,0,0,1.3,38,80,110,12,400,2,1.2,0.05,0.05,-,-,-,-,390,0,3,55,31,400,2,3.3,Tr,1.6,0,16,0.42,0.82,Tr,0.15,1.6,99,1.85,-,0,0.1,-,-,-,-,-,-,-,1752
1753,724,3.2,30.3,-24.8,62.9,52.9,18.41,22.95,9.17,0.2,-0.1,0,0,0,3.4,80,190,280,29,1000,4.4,2.9,0.16,0.12,-,-,-,-,630,0,6,79,45,630,4.9,9.9,0,3.7,0.1,83,0.42,0.82,Tr,0.31,3.8,250,0.18,-,0,0.2,-,-,-,-,-,-,-,1753
1754,47,88.4,10.5,9.3,Tr,0,Tr,Tr,Tr,0.4,0.3,0,0,0,0.7,180,140,6,11,11,0,Tr,0.02,Tr,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39,0.1,0,0,0,0.18,7.8,0,0.5,-,-,-,-,-,-,-,1754
1755,50,87.6,11.3,-10.1,0.1,Tr,0.01,0.01,Tr,0.4,-0.3,0,0,0,0.7,170,140,7,11,11,0,Tr,0.02,Tr,5,28,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.35,0.1,0,0,2,0.18,12.4,0,0.4,-,-,-,-,-,-,-,1755
1756,378,7.1,86.5,-77,0.4,0.3,0.1,0.15,0.05,0.2,-2.5,0,0,0,5.8,1300,1300,60,48,110,0.1,0.2,0.14,0.01,-,-,-,-,0,-,-,-,0,0,0,0.1,0,0,0,2,0.03,2.09,0.7,0.02,0.3,43,0.04,-,0,3.3,-,-,-,-,-,-,-,1756
1757,79,85.2,6.4,-,5,-4.1,-1.35,-1.77,-0.81,2,-,0,0,0,1.4,370,92,27,8,95,0.9,0.6,0.04,0.01,-,-,-,-,0,0,1,13,8,1,0,0.5,Tr,0.3,Tr,6,0.03,0.2,0.5,0.04,0.6,18,0.69,-,0,0.9,-,-,-,-,-,-,-,1757
1758,151,71.9,10.8,-,9.1,-7.6,-2.36,-3.26,-1.64,6.4,-6.6,0,0,0,1.8,440,130,44,11,160,1.5,1.1,0.07,0.02,540,31,Tr,5,110,0,2,22,13,110,0.6,0.9,Tr,0.9,0.1,11,0.05,0.33,0.4,0.07,0.8,31,1.15,20.9,0,1.1,-,-,-,-,-,-,-,1758
1759,128,77.5,11.2,-,9,-7.5,-2.34,-3.23,-1.61,0.5,-0.3,0,0,0,1.8,460,130,46,12,160,1.6,1.1,0.07,0.02,450,32,Tr,5,120,0,2,23,14,120,0.7,0.9,Tr,0.7,0.1,11,0.06,0.34,0.3,0.07,0.8,32,1.2,21.8,0,1.2,-,-,-,-,-,-,-,1759
1760,80,85.9,3.6,-3.2,5.1,4.9,3.37,1.09,0.18,4.7,-,0,0,0,0.7,55,140,130,13,110,0.1,0.4,0.01,Tr,21,4,0,5,50,-,-,-,6,51,0.1,0.1,0,Tr,0,1,0.02,0.21,0.1,0.03,0.4,3,0.24,2,1,0.1,-,-,-,-,-,-,-,1760
1761,66,87.7,3.2,2.7,3.7,3.8,2.36,1.06,0.15,4.7,4.7,0,0,0,0.7,40,140,110,10,91,Tr,0.4,Tr,Tr,14,3,0,4,37,-,-,-,6,37,Tr,0.1,0,0,0,1,0.04,0.15,0.1,0.03,0.3,5,0.53,2.4,1,0.1,-,-,-,-,-,-,-,1761
1762,67,87.4,3.3,2.9,3.8,3.5,2.33,0.87,0.12,4.8,4.7,0,0,0,0.7,41,150,110,10,93,0.02,0.4,0.01,Tr,16,3,0,4,38,0,6,0,6,38,0.3,0.1,0,0,0,2,0.04,0.15,0.1,0.03,0.3,5,0.55,1.8,1,0.1,-,-,-,-,-,-,-,1762
1763,73,86.3,3.5,-3.1,4.2,4.2,2.72,1.13,0.14,5.2,-5.1,0,0,0,0.8,55,170,110,13,100,0.1,0.4,Tr,Tr,-,-,-,-,34,-,-,-,15,35,Tr,0.1,Tr,Tr,Tr,1,0.03,0.17,0.1,0.05,0.4,Tr,0.52,-,Tr,0.1,-,-,-,-,-,-,-,1763
1764,46,88.8,3.8,3.3,1,1,0.67,0.23,0.03,5.5,5.1,0,0,0,0.9,60,190,130,14,90,0.1,0.4,0.01,0.01,-,-,-,-,13,-,-,-,Tr,13,Tr,Tr,Tr,Tr,Tr,Tr,0.04,0.18,0.1,0.04,0.4,Tr,0.52,-,Tr,0.2,-,-,-,-,-,-,-,1764
1765,33,91.1,3.4,-3,0.1,0.1,0.07,0.02,Tr,4.7,-5.2,0,0,0,0.7,50,150,100,10,95,0.1,0.4,0.01,Tr,-,-,-,-,Tr,-,-,-,Tr,Tr,Tr,Tr,0,0,0,Tr,0.04,0.15,0.1,0.04,0.6,Tr,0.59,-,2,0.1,-,-,-,-,-,-,-,1765
1766,56,88.1,2.2,1.8,2,2,1.32,0.53,0.06,7.2,8,0,0,0,0.5,30,85,80,10,55,0.1,0.2,Tr,0.01,8,1,0,2,5,-,-,-,Tr,5,Tr,0.1,Tr,Tr,Tr,1,0.02,0.09,0.1,Tr,0.1,Tr,0.27,1.7,Tr,0.1,-,-,-,-,-,-,-,1766
1767,46,88.3,1.2,-,0.2,0.2,0.13,0.04,0.01,9.9,-,0,0,0,0.4,20,65,40,6,36,Tr,0.1,Tr,0.01,-,-,-,-,0,-,-,-,0,0,Tr,Tr,Tr,Tr,0,Tr,0.01,0.06,0.1,Tr,0.1,Tr,0.15,-,Tr,0.1,-,-,-,-,-,-,-,1767
1768,500,3,25.5,-22.3,26.2,25.5,16.28,7.17,0.72,39.3,-35.9,0,0,0,6,430,1800,890,92,730,0.4,2.5,0.04,0.02,-,-,-,-,170,-,-,-,70,180,0.2,0.6,0,0,0,8,0.25,1.1,0.8,0.13,1.6,2,3.59,-,5,1.1,-,-,-,-,-,-,-,1768
1769,359,3.8,34,29.9,1,0.7,0.44,0.18,0.03,53.3,50.3,0,0,0,7.9,570,1800,1100,110,1000,0.5,3.9,0.1,-,120,27,1,35,6,-,-,-,Tr,6,Tr,Tr,0,0,0,Tr,0.3,1.6,1.1,0.27,1.8,1,4.17,18.7,5,1.4,-,-,-,-,-,-,-,1769
1770,514,2.6,12.4,10.5,26.8,26,11.27,8.44,5.07,55.9,53.9,0,0,0,2.3,140,500,370,40,220,6.5,2.8,0.34,0.05,41,8,4,16,560,-,-,-,85,560,9.3,5.5,0,0,0,24,0.41,0.72,5.4,0.35,1.6,82,2.2,4.4,53,0.4,-,-,-,-,-,-,-,1770
1771,144,72.5,6.8,-6,7.9,7.5,4.88,2.1,0.13,11.2,-11.3,0,0,0,1.6,140,330,270,21,210,0.2,1,0.02,-,-,-,-,-,48,-,-,-,18,50,Tr,0.2,0,0,0,3,0.06,0.35,0.2,0.01,0.1,1,1.1,-,Tr,0.4,-,-,-,-,-,-,-,1771
1772,332,26.1,7.7,6.8,8.5,8.4,5.59,2.16,0.26,56,55.9,0,0,0,1.6,96,400,260,25,220,0.1,0.8,0.02,0.01,35,6,0,9,120,0,20,1,20,120,0.1,0.2,0,Tr,0,0,0.08,0.37,0.3,0.02,0.7,1,1.29,3.2,2,0.2,-,-,-,-,-,-,-,1772
1773,433,49.5,2,1.7,45,-41.5,-27.62,-10.33,-1.39,3.1,2.7,0,0,0,0.4,27,80,60,4,50,0.1,0.2,0.02,-,8,2,1,14,380,1,110,2,110,390,0.5,0.8,0,0.1,Tr,14,0.02,0.09,Tr,Tr,0.2,Tr,0.13,1.2,Tr,0.1,-,-,-,-,-,-,-,1773
1774,409,49.8,4.4,-3.9,42.1,-40.2,-18.32,-18.74,-1.17,3,-2.9,0,0,0,0.8,140,76,47,4,130,0.2,0.3,0.02,0.01,8,2,2,8,190,Tr,100,1,110,200,0.3,0.4,0,0.1,Tr,8,0.01,0.07,Tr,Tr,0.1,2,0.09,1,Tr,0.4,-,-,-,-,-,-,-,1774
1775,392,50,6.8,6,39.2,-38.9,-9.01,-27.15,-0.96,2.9,3.1,0,0,0,1.1,250,71,33,3,210,0.2,0.4,0.02,0.01,7,1,2,2,1,0,100,0,100,9,0,0,0,0,0,2,0,0.05,0,0,0,3,0.05,0.8,0,0.6,-,-,-,-,-,-,-,1775
1776,425,44.3,1.8,-1.5,40.7,-37.5,-24.98,-9.34,-1.25,12.9,-13,0,0,0,0.4,24,72,54,4,45,0.1,0.2,0.02,-,7,2,1,13,340,1,98,2,99,350,0.5,0.7,0,0.1,Tr,13,0.02,0.08,Tr,Tr,0.2,Tr,0.12,1.1,Tr,0.1,-,-,-,-,-,-,-,1776
1777,413,44,4,-3.5,38.4,-36.7,-16.63,-17.19,-1.07,12.9,-13.3,0,0,0,0.7,130,69,42,3,120,0.1,0.3,0.02,-,7,1,1,7,170,Tr,96,1,96,180,0.2,0.4,0,Tr,(Tr),7,0.01,0.06,(Tr),(Tr),0.1,3,0.08,0.9,(Tr),0.3,-,-,-,-,-,-,-,1777
1778,402,43.7,6.3,-5.6,36.1,-35.8,-8.3,-25.01,-0.88,12.9,-13.6,0,0,0,1,230,65,30,3,190,0.2,0.4,0.02,-,6,1,2,2,1,0,94,0,94,9,0,0,0,0,0,2,0,0.05,0,0,0,3,0.05,0.7,0,0.6,-,-,-,-,-,-,-,1778
1779,211,70.3,5.2,4.7,18.3,17.8,11.57,4.73,0.58,5.5,-1.6,0,0,0,0.7,150,55,30,3,150,0.1,0.4,0.01,0.01,-,-,-,-,150,-,-,-,22,150,0.2,0.3,0,0.1,0,5,0.01,0.05,0.1,0.01,0.1,2,0.07,-,Tr,0.4,-,-,-,-,-,-,-,1779
1780,228,69.2,4.8,-4.2,21.6,-21.2,-8.66,-10.98,-0.59,3.7,-1.8,0,0,0,0.7,160,50,26,3,140,0.1,0.3,0.01,0.01,-,-,-,-,75,-,-,-,24,77,0.1,0.1,0,Tr,0,3,0.01,0.04,0.1,0.01,0.1,2,0.05,-,Tr,0.4,-,-,-,-,-,-,-,1780
1781,248,68.4,4.3,-3.8,24.8,24.6,5.7,17.18,0.61,1.8,-1.9,0,0,0,0.7,160,45,21,2,130,0.1,0.3,0.01,0.01,-,-,-,-,1,-,-,-,25,3,0,0,0,0,0,1,0,0.03,0,0,0,2,0.03,-,Tr,0.4,-,-,-,-,-,-,-,1781
1782,518,2.8,7.7,-6.4,27.6,24.7,16.61,6.12,0.63,60.1,-,0,0,0,1.8,360,360,87,9,240,0,0.4,0.02,0.01,-,-,-,-,310,0,110,0,110,320,0.2,0.8,0,0,0,6,0.02,0.65,0.1,0.03,0.2,10,0.25,-,0,0.9,-,-,-,-,-,-,-,1782
1783,568,3,2.8,-2.5,38.3,34.7,32.79,0,0,53.1,-,0,0,0,2.8,710,220,120,1,600,0.1,0.2,0.02,0.01,-,-,-,-,0,0,0,0,0,0,0,1,Tr,0.2,0,0,0,0.01,0,0,0,2,0,-,0,1.8,-,-,-,-,-,-,-,1783
1784,62,87.7,3.6,3.2,3,2.8,1.83,0.71,0.1,4.9,3.9,0,0,0,0.8,48,170,120,12,100,Tr,0.4,0.01,Tr,17,3,0,4,33,0,3,0,3,33,0,0.1,0,0,0,1,0.04,0.14,0.1,0.04,0.1,11,0.49,2.5,1,0.1,-,-,-,-,-,-,-,1784
1785,45,89.2,3.7,3.3,1,0.9,0.58,0.22,0.03,5.2,4.1,0,0,0,0.8,48,180,130,13,100,Tr,0.5,0.01,0,14,2,0,4,12,0,4,-,-,-,0,0,0,0,0,0,0.04,0.19,0.1,0.04,0.1,15,0.41,1.6,2,0.1,-,-,-,-,-,-,-,1785
1786,42,89.1,4,3.7,0.3,0.2,0.16,0.06,0.01,5.7,4.3,0,0,0,0.8,54,180,140,13,110,Tr,0.4,0,0,16,3,0,4,3,0,2,-,2,3,0,0,0,0,0,0,0.04,0.17,0.1,0.04,0.2,16,0.35,2.1,1,0.1,-,-,-,-,-,-,-,1786
1787,67,82.6,4.3,3.9,0.2,0.2,0.13,0.06,0.01,11.9,11.7,0,0,0,1,60,150,120,22,100,0.1,0.4,0.01,0.01,14,3,0,4,0,-,-,-,0,0,Tr,Tr,0,0,0,Tr,0.03,0.15,0.1,0.02,0.3,3,0.44,2,Tr,0.2,-,-,-,-,-,-,-,1787
1788,65,83.8,2.9,2.6,0.5,0.5,0.33,0.11,0.02,12.2,10.5,0,0,0,0.6,50,130,110,11,80,0.1,Tr,Tr,0.01,10,2,0,3,5,-,-,-,1,5,Tr,Tr,0,0,0,Tr,0.01,0.12,0.1,0.03,0.2,1,0.3,1.2,Tr,0.1,-,-,-,-,-,-,-,1788
1789,71,82.1,1.1,0.9,0.1,Tr,0.03,0.01,Tr,16.4,15.4,0,0,0,0.3,18,48,43,5,30,Tr,0.4,Tr,-,6,1,0,1,0,-,-,-,0,0,0,Tr,0,0,0,Tr,0.01,0.05,Tr,Tr,Tr,Tr,0.11,0.6,Tr,0,-,-,-,-,-,-,-,1789
1790,217,45.5,1.5,-,0.1,0.1,0.06,0.02,0.01,52.6,-,0,0,0,0.3,19,60,55,7,40,0.1,0.2,0.01,0.01,-,-,-,-,0,-,-,-,0,0,Tr,Tr,Tr,Tr,Tr,Tr,0.02,0.08,0.1,Tr,Tr,Tr,0.09,-,0,0,-,-,-,-,-,-,-,1790
1791,58,85.4,0.4,-,0,0,0,0,0,14,-,0,0,0,0.2,19,32,17,2,12,Tr,Tr,Tr,Tr,-,-,-,-,0,-,-,-,0,0,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,0.04,-,0,0,-,-,-,-,-,-,-,1791
1792,356,41,28.9,-29.4,25,22.6,15.96,4.94,0.53,1.4,0,0,0,0,3.7,780,65,660,40,470,0.3,4.6,0.03,0.01,-,-,-,-,240,-,-,-,150,250,0.2,0.8,0,0,0,14,0.04,0.42,0.1,0.06,2.8,39,0.17,-,0,2,-,-,-,-,-,-,-,1792
1793,429,33.5,27.3,-27.2,33.6,29.5,18.99,8.12,0.87,1.6,-0.1,0,0,0,4,500,110,1200,32,720,0.3,4.3,0.76,0.01,-,-,-,-,200,-,-,-,180,220,0.1,1.3,0,0,0,8,0.02,0.48,0.1,0.07,1,10,0.72,-,0,1.3,-,-,-,-,-,-,-,1793
1794,105,79,13.3,12.9,4.5,4.1,2.73,1,0.13,1.9,0.5,0,0,0,1.3,400,50,55,4,130,0.1,0.5,0.03,-,-,-,-,-,35,-,-,-,20,37,0,0.1,0,0,0,2,0.02,0.15,0.1,0.03,1,21,0.48,-,0,1,-,-,-,-,-,-,Tr,1794
1795,310,51.8,19.1,17.3,24.7,22.5,14.87,5.71,0.7,0.9,0,0,0,0,3.5,800,120,460,20,330,0.2,2.8,0.02,0.01,17,14,1,8,230,-,-,-,140,240,0.2,0.9,0,0,0,1,0.03,0.48,0.7,0.08,1.3,47,0.49,6.3,0,2,-,-,-,-,-,-,-,1795
