id,enerc_kcal,water,protain,protainb_by_amino,lipid,fantnlea,fasat,fams,fapu,carbohydrate,choavlm,fibsol,fibins,fibtg,ash,ne,k,ca,mg,p,fe,zn,cu,mn,i_d,se,cr,mo,retol,carta,cartb,crypxb,cartbeq,vita_rae,vitd,tocpha,tocphb,tocphg,tocphd,vitk,thiahcl,ribf,nia,vitb6a,vitb12,fol,pantac,biot,vitc,nacl_eq,alc,nitra,thebrn,caffn,tan,polyphent,aceac,food_id
499,16,92.8,1,-0.7,0.1,(Tr),-0.01,(Tr),-0.01,3.7,-,0.3,1.9,2.2,2.4,790,220,26,13,24,0.2,0.2,0.04,0.05,-,-,-,-,0,0,66,15,74,6,0,0.2,0,0.1,0,44,0.03,0.03,Tr,0.07,0,43,0.3,-,10,2,-,-,-,-,-,-,-,499
500,157,49.9,4.5,-,0.1,-,-,-,-,40.8,-,0.8,1.6,2.4,4.7,1700,100,18,12,73,0.6,0.1,0.08,0.53,-,-,-,-,0,0,16,0,16,1,0,0.1,0,0.1,0,4,0.02,0.11,0.5,0.31,0,59,0.94,-,0,4.3,-,-,-,-,-,-,-,500
501,16,94.5,0.5,-,0,-,-,-,-,4.1,-,0.4,1.2,1.6,0.9,1,390,80,6,13,0.1,1,0.03,2.24,-,-,-,-,0,0,110,0,110,9,0,0.4,0,0.1,0,9,0.01,0.02,0.2,0.03,0,14,0.28,-,5,0,-,Tr,-,-,-,-,-,501
502,12,96.1,0.4,-,0,-,-,-,-,3.1,-,0.3,1.8,2.1,0.4,1,76,95,7,9,0.1,0.9,0.02,1.69,-,-,-,-,0,3,110,0,110,9,0,0.3,0,0.1,0,14,0,0,0,0.01,0,10,0.1,-,1,0,-,Tr,-,-,-,-,-,502
503,246,9.9,6.6,-,0.4,-0.3,-0.08,-0.03,-0.17,63.5,-,4.8,21,25.8,18.2,6,10000,1200,120,210,9,5.4,0.55,25,-,-,-,-,0,0,15,0,15,1,0,0.4,0,0.2,0,19,0.15,0.3,2.5,0.07,0,30,2,-,0,0,-,1.4,-,-,-,-,-,503
504,13,95.5,0.5,-,0,-,-,-,-,3.4,-,0.3,2.8,3.1,0.6,2,160,130,8,5,0.7,0.3,0.05,2.35,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0,0,3,0,0.01,0,0,0,1,0.06,-,0,0,-,Tr,-,-,-,-,-,504
505,26,90.5,1.9,-1.7,0.2,-0.1,-0.05,-0.01,-0.08,5.4,-,0.7,3.3,4,1.8,32,680,150,18,58,2.6,0.3,0.06,0.3,-,-,-,-,0,0,2000,30,2000,170,0,3.8,0.1,0.1,0,280,0.08,0.13,1.1,0.05,0,200,0.35,-,73,0.1,-,0.2,-,-,-,-,-,505
506,21,93.7,0.6,-0.5,0.1,-0.1,-0.01,-0.01,-0.05,4.7,-,0.6,1.1,1.7,0.7,26,310,26,8,35,0.1,0.1,0.03,0.05,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.7,0.01,0,50,0.26,-,13,0.1,-,0.2,-,-,-,-,-,506
507,34,87.4,2.6,-2.1,0.7,-0.5,-0.08,-0.05,-0.36,6.1,-,0.9,4.3,5.2,3.2,870,390,130,25,76,0.9,0.4,0.08,0.09,-,-,-,-,0,0,3000,0,3000,250,0,2.2,0,0,0,270,0.12,0.11,1.3,0.13,0,110,0.24,-,35,2.2,-,-,-,-,-,-,-,507
508,14,94.9,1.3,-0.9,0.1,-0.1,-0.03,(Tr),-0.03,2.8,-1.5,0.2,1.1,1.3,0.8,1,320,24,25,37,0.5,0.4,0.07,0.15,Tr,Tr,1,6,0,0,310,10,320,27,0,0.4,0,0.4,0,35,0.05,0.05,0.4,0.09,0,36,0.22,2.7,20,0,-,0.1,-,-,-,-,-,508
509,17,93.4,2,-1.9,0.1,-0.1,-0.02,(Tr),-0.03,3.3,-,0.4,2.1,2.5,1.2,19,410,34,24,51,1.6,0.3,0.15,1.24,-,-,-,-,0,0,1900,20,1900,160,0,0.7,0.1,0.8,0,160,0.04,0.13,1.2,0.11,0,110,0.42,-,20,0,-,0,-,-,-,-,-,509
510,18,93.6,2.1,-1.9,0.1,-0.1,-0.02,(Tr),-0.03,3.4,-,0.6,2.2,2.8,0.8,8,190,38,19,40,1.3,0.2,0.1,1.3,-,-,-,-,0,0,1700,19,1700,150,0,0.6,0.1,1,0,160,0.02,0.06,0.6,0.07,0,61,0.32,-,10,0,-,0,-,-,-,-,-,510
511,15,94.7,0.4,0.4,0.1,0.1,0.02,Tr,0.03,3.6,1.4,0.3,1.2,1.5,1,28,410,39,9,39,0.2,0.2,0.03,0.11,1,0,0,2,0,0,44,0,44,4,0,0.2,0,0,0,10,0.03,0.03,Tr,0.08,0,29,0.26,1.2,7,0.1,-,0.2,-,-,-,-,-,511
512,29,90.9,1.7,-,0.1,-,-,-,-,6.6,-,0.7,3.1,3.8,0.7,2,340,10,17,37,0.6,0.5,0.15,0.4,-,-,-,-,0,42,500,14,530,44,0,0.6,Tr,0.1,0,34,0.02,0.09,1.4,0.05,0,210,0.64,-,24,0,-,0,-,-,-,-,-,512
513,21,94.2,1.1,-,0.4,-,-,-,-,4.1,-,0.6,2.9,3.5,0.2,2,38,19,9,20,0.3,0.4,0.1,0.22,-,-,-,-,0,21,420,9,430,36,0,0.5,0,0.1,0,34,0.01,0.05,0.7,0,0,59,0.12,-,2,0,-,0,-,-,-,-,-,513
514,293,8.5,14.6,-,0.6,-,-,-,-,70.8,-,6.1,28.7,34.8,5.5,25,2200,150,140,200,7.7,4.6,1.2,3.34,-,-,-,-,0,29,680,37,710,59,0,1.4,Tr,0.4,0,120,0.1,0.41,8,0.02,0,99,3.1,-,0,0.1,-,0,-,-,-,-,-,514
515,29,91.2,1.7,-,0.1,-,-,-,-,6.8,-,0.7,4.5,5.2,0.2,2,19,20,9,16,0.4,0.3,0.14,0.2,-,-,-,-,0,0,15,0,15,1,0,0.2,0,0,0,20,0,0.01,0,0,0,1,0,-,0,0,-,0,-,-,-,-,-,515
516,108,72.3,10.9,8.1,0.2,0.1,0.03,0.01,0.05,15.5,13.2,0.2,2.4,2.6,1.1,1,440,22,36,220,2.3,1.4,0.39,0.21,0,Tr,0,150,0,2,240,0,240,20,0,Tr,0,1.3,0,18,0.3,0.2,1.5,0.17,0,120,0.46,6.9,23,0,-,0,-,-,-,-,-,516
517,112,71.3,10.5,-7.8,0.2,-0.1,-0.03,-0.01,-0.05,16.9,-13.7,0.4,3.6,4,1.1,4,390,22,38,230,2.1,1.9,0.33,0.38,-,-,-,-,0,0,210,0,210,18,0,Tr,0,1.2,0,19,0.22,0.18,1.2,0.13,0,120,0.39,-,18,0,-,0,-,-,-,-,-,517
518,13,94.3,1.3,-1.1,0.2,-0.1,-0.02,(Tr),-0.08,2.2,-,0.2,1.7,1.9,1.3,29,430,120,23,46,0.7,0.5,0.05,0.38,-,-,-,-,0,0,2200,27,2200,180,0,1.5,0,Tr,0,220,0.05,0.09,0.9,0.12,0,65,0.19,-,31,0.1,-,0.7,-,-,-,-,-,518
519,13,95,1.1,-0.9,0.2,-0.1,-0.02,(Tr),-0.08,2.3,-,0.3,1.8,2.1,0.9,23,320,110,18,43,0.6,0.4,0.04,0.32,-,-,-,-,0,0,2400,32,2400,200,0,1.7,Tr,Tr,0,230,0.02,0.03,0.4,0.05,0,42,0.09,-,14,0.1,-,0.5,-,-,-,-,-,519
520,21,93.4,2.1,-1.8,0.5,-0.2,-0.05,-0.02,-0.15,3.3,-,0.3,1.6,1.9,0.6,5,99,54,33,61,0.5,0.3,0.03,0.35,12,0,0,6,0,0,1900,0,1900,160,0,2.1,0.1,0.5,0,200,0.08,0.13,1.3,0.23,0,96,0.29,5.6,47,0,-,0.1,-,-,-,-,-,520
521,18,92.6,2,-1.7,0.2,-0.1,-0.02,-0.01,-0.06,3.3,-1.1,0.5,2.1,2.6,1.5,41,340,170,25,43,1.4,0.4,0.05,0.23,-,-,-,-,0,0,2300,15,2300,190,0,1.5,Tr,0,0,220,0.07,0.15,0.5,0.22,0,130,0.39,-,49,0.1,-,0.4,-,-,-,-,-,521
522,25,90.6,2.2,1.9,0.1,Tr,0.01,Tr,0.03,5.3,1.4,0.8,3.2,4,1.6,48,400,260,22,52,3.1,0.3,0.04,0.27,-,-,-,-,0,0,3900,0,3900,330,0,3.8,0,0.1,0,270,0.09,0.16,0.5,0.18,0,140,0.26,-,53,0.1,-,0.2,-,-,-,-,-,522
523,25,91.3,2.2,-1.9,0.1,(Tr),-0.01,(Tr),-0.03,5.4,-1.3,0.8,2.8,3.6,0.9,28,180,220,22,62,2.2,0.2,0.03,0.25,-,-,-,-,0,0,4400,0,4400,370,0,4.9,0,0,0,340,0.01,0.06,0.1,0.1,0,54,0.11,-,21,0.1,-,0.1,-,-,-,-,-,523
524,18,94.6,0.5,0.4,0.1,Tr,0.01,Tr,0.02,4.1,2.7,0.5,0.9,1.4,0.6,19,230,24,10,18,0.2,0.2,0.02,0.04,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,Tr,0.02,0.01,0.3,0.04,0,34,0.12,0.3,12,0,-,0.1,-,-,-,-,-,524
525,18,94.4,0.4,-0.3,Tr,-,-,-,-,4.5,-2.8,0.5,1.1,1.6,0.5,14,210,24,9,18,0.2,0.2,0.02,0.05,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.2,0.03,0,38,0.1,-,9,0,-,0.2,-,-,-,-,-,525
526,18,94.6,0.4,0.3,0.1,(Tr),-0.01,(Tr),-0.02,4.1,2.9,0.5,0.8,1.3,0.6,17,230,23,10,17,0.2,0.1,0.02,0.04,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Tr,0.02,0.01,0.2,0.05,0,33,0.11,0.3,11,0,-,0.2,-,-,-,-,-,526
527,18,94.8,0.5,-0.4,0.1,(Tr),-0.01,(Tr),-0.02,4,2.5,0.8,0.9,1.7,0.5,12,210,25,10,14,0.2,0.1,0.01,0.05,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.2,0.04,0,33,0.08,0.3,9,0,-,0.1,-,-,-,-,-,527
528,301,8.4,9.7,-7.3,0.8,-0.3,-0.1,-0.03,-0.19,69.7,-,5.2,16.1,21.3,8.5,210,3500,500,160,220,3.1,2.1,0.13,0.74,20,2,3,29,0,0,2,0,2,Tr,0,0,0,0,0,Tr,0.35,0.2,4.6,0.29,0,210,1.24,5.9,28,0.5,-,2.9,-,-,-,-,-,528
529,19,94.6,0.9,-0.7,0.1,(Tr),-0.01,(Tr),-0.03,4.1,-,0.6,3.2,3.7,0.3,4,62,60,14,10,0.4,0.2,0.02,0.08,-,-,-,-,0,0,Tr,0,Tr,0,0,0,0,0,0,0,0.01,Tr,0.1,0.01,0,7,0.04,-,Tr,0,-,Tr,-,-,-,-,-,529
530,88,84.5,1.5,-1.1,6,-5.7,-0.44,-3.48,-1.56,7.6,-,1.5,4.1,5.6,0.4,8,110,91,22,18,0.7,0.3,0.03,0.14,-,-,-,-,0,0,1,0,1,0,0,0.9,0,1.8,0.1,7,0.02,0.02,0.2,0.02,0,12,0.07,-,Tr,0,-,Tr,-,-,-,-,-,530
531,30,87.1,1.3,-,0.1,-,-,-,-,6.7,-,0.7,1.1,1.8,4.8,1500,480,44,40,44,0.3,0.1,0.02,0.13,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.04,2.7,0.22,0,98,0.43,-,15,3.8,-,-,-,-,-,-,-,531
532,64,78.2,1.2,-,0.3,-,-,-,-,15.2,-,1,2.5,3.5,5,1700,140,26,21,46,0.4,0.2,0.07,0.28,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.01,0.7,0.07,0,24,0.27,0.4,53,4.3,-,0.1,-,-,-,-,-,532
533,27,88.8,1.9,-,0.1,-,-,-,-,5.5,-,0.6,3.1,3.7,3.7,970,500,76,80,150,1,0.8,0.05,0.89,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.03,1.6,0.22,0,47,0.66,-,12,2.5,-,Tr,-,-,-,-,-,533
534,187,46.2,5.3,-,0.2,-,-,-,-,44.3,-,1,2.3,3.3,4,1400,100,26,9,72,0.7,0.8,0.12,0.69,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.17,0.7,0.32,0,45,0.19,-,0,3.6,-,-,-,-,-,-,-,534
535,57,81.3,0.9,-,0.1,-,-,-,-,14,-,0.7,1.1,1.8,3.7,1200,180,20,8,43,0.4,0.2,0.03,0.05,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.1,0.04,0,14,0.13,-,45,3,-,-,-,-,-,-,-,535
536,78,67.3,4.5,-,0.3,-,-,-,-,16.3,-,0.8,2.5,3.3,11.6,4400,280,52,22,77,1.7,0.3,0.08,0.28,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0.3,0.06,0,12,0.2,-,0,11.2,-,-,-,-,-,-,-,536
537,136,58.6,2.7,-,0.1,-,-,-,-,33.3,-,0.8,3.1,3.9,5.3,2000,100,36,13,29,1.3,0.1,0.05,0.15,5,3,2,12,0,0,100,0,100,8,0,0.1,0,0,0,7,0.02,0.1,0,0,0,3,0,1.1,0,5.1,-,-,-,-,-,-,-,537
538,20,92.3,1.9,-,0.3,0.1,0.03,0.01,0.08,3.6,-,0.3,2,2.3,1.6,22,450,210,30,55,3.3,0.4,0.07,0.22,-,-,-,-,0,0,1900,-,1900,160,0,1.4,0.1,0.1,0,270,0.06,0.14,1,0.1,0,65,0.33,-,47,0.1,-,0.3,-,-,-,-,-,538
539,16,93.7,0.9,-,0.1,(Tr),-0.01,(Tr),-0.03,3.5,-,0.4,1.2,1.6,1.2,38,340,79,22,49,1.1,0.7,0.03,0.76,-,-,-,-,0,0,1500,17,1500,130,0,0.9,Tr,0,0,110,0.07,0.07,0.5,0.08,0,120,0.14,-,45,0.1,-,0.6,-,-,-,-,-,539
540,20,90.9,1.6,-,0.1,(Tr),-0.01,(Tr),-0.03,4.3,-,0.2,2.3,2.5,3.1,700,330,78,22,45,1.3,1,0.05,0.73,-,-,-,-,0,0,2100,29,2100,180,0,1.1,0,0,0,140,0.03,0.07,0.5,0.1,0,120,0.19,-,41,1.8,-,-,-,-,-,-,-,540
541,21,92.7,1.8,-1.5,0.2,-,-,-,-,4.2,-,0.8,1.7,2.5,0.9,43,300,87,16,35,1.7,0.3,0.04,0.24,2,Tr,4,4,0,0,2300,0,2300,190,0,0.8,0,0.1,0,120,0.06,0.1,0.4,0.16,0,180,0.27,2.1,69,0.1,-,0.2,-,-,-,-,-,541
542,33,83.5,2.8,-2.3,0.2,-,-,-,-,7,-,1,4.2,5.2,6.5,2300,450,150,20,43,2.1,0.4,0.09,0.22,-,-,-,-,0,0,3600,51,3600,300,0,1.4,0,0.1,0,220,0.07,0.14,0.5,0.1,0,81,0.25,-,30,5.8,-,-,-,-,-,-,-,542
543,26,90.8,3.6,2.5,0.2,-0.1,-0.04,(Tr),-0.09,4.3,1.4,0.3,2.5,2.8,1.1,Tr,520,16,13,62,0.4,1.3,0.13,0.68,4,1,0,2,0,0,11,0,11,1,0,0.7,0,0.3,0,2,0.05,0.11,0.7,0.13,0,63,0.63,0.8,10,0,-,Tr,-,-,-,-,-,543
544,30,89.9,3.5,-2.4,0.2,-0.1,-0.04,(Tr),-0.09,5.5,-1.6,0.4,2.9,3.3,0.9,1,470,17,11,60,0.4,1.2,0.13,0.55,-,-,-,-,0,0,12,0,12,1,0,1,0,0.6,0,2,0.04,0.09,0.6,0.06,0,63,0.63,-,8,0,-,(Tr),-,-,-,-,-,544
545,23,92.8,2.7,-1.9,0.2,-0.1,-0.04,(Tr),-0.09,4,-2.3,0.5,1.8,2.3,0.3,3,77,19,4,38,0.3,0.4,0.04,0.68,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8,0,1,0.01,0.04,0.1,0.02,0,36,0.1,0.8,0,0,-,0,-,-,-,-,-,545
546,19,93.9,1,-0.7,0.5,-0.4,-0.1,-0.01,-0.22,3.6,-,0.3,3.2,3.5,1,360,6,18,3,11,0.2,Tr,0.02,0.03,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,Tr,0,0,0,0,0,1,0,-,0,0.9,-,(Tr),-,-,-,-,-,546
547,37,89.7,1,0.6,0.1,Tr,0.01,Tr,0.03,8.8,7,0.6,1,1.6,0.4,2,150,21,9,33,0.2,0.2,0.05,0.15,1,1,0,1,0,0,1,0,1,Tr,0,0.1,0,0,0,Tr,0.03,0.01,0.1,0.16,0,16,0.19,0.6,8,0,-,Tr,-,-,-,-,-,547
548,26,93,0.6,-0.4,0.1,(Tr),-0.01,(Tr),-0.03,6.1,-4,0.5,1,1.5,0.2,4,88,18,7,20,0.2,0.1,0.04,0.1,-,-,-,-,0,0,1,0,1,Tr,0,Tr,0,0,0,Tr,0.03,0.01,0.1,0.09,0,11,0.14,-,5,0,-,Tr,-,-,-,-,-,548
549,31,91.5,0.8,-0.5,0.1,(Tr),-0.01,(Tr),-0.03,7.3,4.8,0.7,1,1.7,0.3,3,110,18,7,25,0.2,0.1,0.05,0.12,0,0,1,1,0,0,1,0,1,Tr,0,0,0,0,0,Tr,0.03,0.01,0.1,0.11,0,11,0.15,0.5,5,0,-,Tr,-,-,-,-,-,549
550,105,80.1,1.4,-0.9,5.9,-5.7,-0.42,-3.48,-1.55,12,-8,1.7,0.9,2.7,0.6,3,210,24,11,47,0.2,0.3,0.08,0.18,-,-,-,-,0,0,2,0,2,Tr,0,0.9,0,1.8,0.1,7,0.04,0.02,0.1,0.22,0,21,0.29,-,9,0,-,Tr,-,-,-,-,-,550
551,38,89.6,0.9,-0.6,0.1,(Tr),-0.01,(Tr),-0.03,9,-7.1,0.6,1.1,1.7,0.4,2,150,19,9,34,0.3,0.2,0.04,0.14,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0,0,Tr,0.03,0.02,0.1,0.13,0,23,0.15,-,7,0,-,Tr,-,-,-,-,-,551
552,37,89.5,1.8,-,0.4,-,-,-,-,7.6,-5.1,0.7,2.3,3,0.7,3,290,67,14,45,0.6,0.3,0.03,0.35,-,-,-,-,0,2,1500,17,1500,120,0,1.1,0,0.3,0,92,0.06,0.11,0.6,0.16,0,120,0.13,-,32,0,-,0,-,-,-,-,-,552
553,27,90.2,4.2,-,0.2,-,-,-,-,4.3,-,1.1,3.1,4.2,1.1,1,460,16,33,120,0.9,0.8,0.35,0.47,0,1,0,1,0,0,570,0,570,48,0,2.4,0.1,1.6,0.2,99,0.15,0.2,2.5,0.22,0,160,0.53,6.7,7,0,-,0,-,-,-,-,-,553
554,26,90.8,4,-,0.2,-,-,-,-,4.1,-,1.1,2.5,3.6,0.9,1,260,19,28,92,0.9,0.7,0.3,0.44,-,-,-,-,0,0,600,6,600,50,0,2,0.1,1.2,0.1,97,0.07,0.11,1.3,0.11,0,83,0.23,-,3,0,-,0,-,-,-,-,-,554
555,16,94.7,1,-0.8,Tr,-,-,-,-,3.9,-0.8,0.2,0.9,1.1,0.4,3,170,24,9,25,0.2,0.2,0.05,0.07,1,0,1,1,0,0,11,0,11,1,0,0.2,0,0.1,0,8,0.06,0.02,0.2,0.03,0,41,0.14,1.1,2,0,-,Tr,-,-,-,-,-,555
556,9,96,0.6,0.7,0.1,-0.1,-0.01,-0.01,-0.05,2,0.4,0.2,1,1.2,0.8,32,260,100,16,27,1.1,0.3,0.07,0.12,Tr,1,1,7,0,0,2000,3,2000,170,0,0.7,0,0,0,84,0.03,0.07,0.3,0.08,0,66,0.17,1.3,24,0.1,-,0.5,-,-,-,-,-,556
557,12,95.3,0.9,-1,0.1,-0.1,-0.01,-0.01,-0.05,2.4,-0.5,0.3,1.2,1.5,0.8,28,250,120,17,27,0.7,0.2,0.06,0.17,-,-,-,-,0,0,2600,-,2600,220,0,0.9,0,0,0,120,0.03,0.05,0.3,0.04,0,53,0.12,-,15,0.1,-,0.5,-,-,-,-,-,557
558,39,92.6,0.8,-0.8,3.2,-3.1,-0.24,-1.88,-0.87,2.2,-0.5,0.4,1,1.4,0.7,31,230,92,16,27,0.9,0.3,0.07,0.12,-,-,-,-,0,0,3000,5,3000,250,0,1.4,0,1,Tr,110,0.03,0.06,0.3,0.05,0,62,0.12,-,21,0.1,-,0.5,-,-,-,-,-,558
559,38,86.9,3.5,-,0.1,-,-,-,-,8.1,-,1.2,6.9,8.1,1.4,6,640,50,33,94,2.1,1.1,0.22,0.22,-,-,-,-,0,53,1000,49,1100,88,0,4.9,Tr,0,0.1,19,0.07,0.14,2.2,0.35,0,110,0.9,-,33,0,-,-,-,-,-,-,-,559
560,33,88.9,3.4,-,0.1,-,-,-,-,6.7,-,1.1,5.6,6.7,0.9,4,340,58,26,82,1.1,1,0.16,0.18,-,-,-,-,0,56,1100,50,1200,96,0,3.6,0.1,0,0.1,17,Tr,0.1,1.1,0.21,0,74,0.48,-,15,0,-,-,-,-,-,-,-,560
561,15,93.8,1.8,-,0.1,-,-,-,-,2.8,-,0.5,1.8,2.3,1.3,5,300,48,35,75,3,0.5,0.06,0.81,-,-,-,-,0,0,2700,0,2700,230,0,1.3,Tr,0,0,310,0.08,0.3,1,0.13,0,90,0.46,-,22,0,-,0.2,-,-,-,-,-,561
562,13,95.1,0.7,-,0.2,-,-,-,-,2.6,-,0.6,1.6,2.2,1.1,9,210,150,67,28,0.5,0.4,0.05,0.29,-,-,-,-,0,210,2900,74,3000,250,0,1.1,Tr,0.2,0,350,0.03,0.07,0.3,0.09,0,78,0.21,-,41,0,-,0.3,-,-,-,-,-,562
563,15,94.5,0.9,-,0.2,-,-,-,-,3.2,-,0.5,2.6,3.1,0.9,7,150,180,41,24,0.4,0.4,0.07,0.32,-,-,-,-,0,260,3200,88,3400,280,0,1.3,0,0.2,0,350,0.02,0.05,0.2,0.04,0,51,0.15,-,18,0,-,0.3,-,-,-,-,-,563
564,21,93.3,0.4,-,0,-,-,-,-,5.6,-,0.4,2.1,2.5,0.7,100,410,38,15,11,0.2,0.1,0.02,0.23,-,-,-,-,0,0,60,0,60,5,0,0.4,0,0,0,8,0.01,0.04,0.4,0.02,0,16,0.1,-,4,0.3,-,Tr,-,-,-,-,-,564
565,16,95,0.3,-,0,-,-,-,-,4.4,-,0.2,2.1,2.3,0.3,42,160,31,8,33,0.1,0.1,0.02,0.23,-,-,-,-,0,0,80,0,80,7,0,0.4,0,0,0,8,0.01,0.03,0.2,0.01,0,7,0,-,0,0.1,-,Tr,-,-,-,-,-,565
566,35,86.7,3.4,-2.5,0.1,(Tr),-0.01,(Tr),-0.02,7.2,-,0.7,5,5.7,2.2,3,650,490,79,65,2.2,0.4,0.12,0.43,-,-,-,-,0,190,5100,0,5200,430,0,7.7,0.2,0.1,0,230,0.08,0.28,1.3,0.25,0,87,0.41,-,92,0,-,0.4,-,-,-,-,-,566
567,85,79.5,4,-2.9,4.9,-4.7,-0.35,-2.89,-1.28,8.5,-,0.8,5.5,6.3,2.6,2,690,550,87,76,2.8,0.4,0.13,0.47,-,-,-,-,0,210,5600,0,5700,480,0,8.5,0.2,0.1,0,250,0.12,0.28,1.4,0.28,0,96,0.45,-,56,0,-,0.5,-,-,-,-,-,567
568,96,75,3.9,-2.9,3.4,-1.3,-0.39,-0.04,-0.77,16.3,-7.7,1.4,8.9,10.3,1.4,6,760,20,42,71,2,0.5,0.23,0.27,-,-,-,-,0,130,6600,2200,7700,640,0,8.9,0.1,2,0,27,0.14,0.36,3.7,1,0,41,0.95,-,120,0,-,-,-,-,-,-,-,568
569,345,8.8,14.7,-10.8,12,-4.4,-1.37,-0.14,-2.72,58.4,-,5.4,41,46.4,6.1,17,2800,74,190,260,6.8,1.5,0.85,1.08,-,-,-,-,0,400,14000,7400,17000,1500,0,29.8,0.4,6.9,0.3,58,0.5,1.4,14,3.81,0,30,3.61,-,1,0,-,-,-,-,-,-,-,569
570,16,95.2,0.5,-0.3,0.1,-0.1,-0.01,-0.02,-0.04,3.8,-,0.4,0.9,1.3,0.4,1,200,19,7,18,0.2,0.1,0.02,0.02,7,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0,1,0.01,0.01,0.4,0.03,0,26,0.21,0.2,39,0,-,-,-,-,-,-,-,570
571,16,95.3,0.6,-0.4,0.1,-0.1,-0.01,-0.02,-0.04,3.7,-,0.5,1,1.5,0.3,1,200,22,7,19,0.3,0.1,0.01,0.02,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0,0,Tr,0.01,0.01,0.4,0.03,0,25,0.2,-,27,0,-,-,-,-,-,-,-,571
572,92,77.1,3.6,2.7,1.7,1.3,0.26,0.49,0.54,16.8,12.5,0.3,2.7,3,0.8,Tr,290,3,37,100,0.8,1,0.1,0.32,0,Tr,1,6,0,9,22,54,53,4,0,0.3,Tr,1,Tr,1,0.15,0.1,2.3,0.14,0,95,0.58,5.4,8,0,-,0,-,-,-,-,-,572
573,99,75.4,3.5,-2.6,1.7,-1.3,-0.26,-0.49,-0.54,18.6,-13.5,0.3,2.8,3.1,0.8,Tr,290,5,38,100,0.8,1,0.1,0.31,-,-,-,-,0,7,20,53,49,4,0,0.3,0,0.9,0.1,0,0.12,0.1,2.2,0.12,0,86,0.51,-,6,0,-,0,-,-,-,-,-,573
574,107,73.5,4.2,-3.1,2.2,-1.7,-0.33,-0.63,-0.69,19.1,-14.5,0.3,3.1,3.4,1,0,330,3,42,120,0.9,1.1,0.1,0.32,-,-,-,-,0,11,23,63,59,5,0,0.3,0,1.2,0,0,0.16,0.11,2.4,0.14,0,97,0.67,-,6,0,-,0,-,-,-,-,-,574
575,97,75.6,3.5,-3.1,1.5,1.4,0.29,0.44,0.57,18.7,-13.4,0.3,2.5,2.8,0.7,1,230,4,33,90,0.6,1,0.08,0.22,-,-,-,-,0,31,36,60,82,7,0,0.1,0,0.6,0,Tr,0.12,0.09,2.2,0.1,0,77,0.49,-,6,0,-,0,-,-,-,-,-,575
576,99,75.5,2.9,-2.4,1.5,1.1,0.22,0.32,0.49,19.4,-13.4,0.2,2.6,2.8,0.7,1,260,3,24,84,0.2,0.5,0.05,0.11,-,-,-,-,0,30,30,58,74,6,0,0.1,0,0.3,0,0,0.11,0.08,1.8,0.08,0,66,0.4,-,4,0,-,0,-,-,-,-,-,576
577,84,78.2,1.7,-1.5,0.5,-0.5,-0.08,-0.15,-0.24,18.6,-,0.2,1.6,1.8,1,260,150,2,18,46,0.4,0.4,0.04,0.07,-,-,-,-,0,19,14,52,50,4,0,0.1,0,0.3,0,0,0.02,0.05,0.8,0.03,0,19,0.34,-,3,0.7,-,0,-,-,-,-,-,577
578,82,78.4,2.3,-2.2,0.5,-0.3,-0.06,-0.08,-0.15,17.8,-13.9,0.7,2.6,3.3,1,210,130,2,13,40,0.4,0.6,0.04,0.06,-,-,-,-,0,19,19,67,62,5,0,0.1,0,0.2,0,Tr,0.03,0.05,0.8,0.05,0,18,0.19,-,2,0.5,-,0,-,-,-,-,-,578
579,29,90.9,2.3,-1.7,0.2,-0.2,-0.03,-0.06,-0.06,6,-2.9,0.2,2.5,2.7,0.6,0,230,19,25,63,0.4,0.8,0.09,0.6,-,-,-,-,0,0,33,4,35,3,0,0.4,0,0.4,0,1,0.09,0.11,0.9,0.16,0,110,0.4,-,9,0,-,0,-,-,-,-,-,579
580,19,94,0.7,0.5,0.1,0.1,0.02,0.01,0.03,4.7,3.1,0.3,0.7,1,0.5,3,210,7,9,26,0.2,0.1,0.04,0.08,Tr,1,Tr,2,0,4,540,0,540,45,0,0.9,Tr,0.2,0,4,0.05,0.02,0.7,0.08,0,22,0.17,2.3,15,0,-,0,-,-,-,-,-,580
