id,name,nutritive_id
534,（だいこん類）　漬物　守口漬　　,534
535,（だいこん類）　漬物　べったら漬　　,535
536,（だいこん類）　漬物　みそ漬　　,536
537,（だいこん類）　漬物　福神漬　　,537
538,（たいさい類）　つまみな　葉　生　　,538
539,（たいさい類）　たいさい　葉　生　　,539
540,（たいさい類）　たいさい　塩漬　　,540
541,たかな　葉　生　　　,541
542,たかな　たかな漬　　　,542
543,たけのこ　若茎　生　　　,543
544,たけのこ　若茎　ゆで　　　,544
545,たけのこ　水煮缶詰　　　,545
546,たけのこ　めんま　塩蔵　塩抜き　　　,546
547,（たまねぎ類）　たまねぎ　りん茎　生　　,547
548,（たまねぎ類）　たまねぎ　りん茎　水さらし　　,548
549,（たまねぎ類）　たまねぎ　りん茎　ゆで　　,549
550,（たまねぎ類）　たまねぎ　りん茎　油いため　　,550
551,（たまねぎ類）　赤たまねぎ　りん茎　生　　,551
552,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生　　,552
553,たらのめ　若芽　生　　　,553
554,たらのめ　若芽　ゆで　　　,554
555,チコリ　若芽　生　　　,555
556,チンゲンサイ　葉　生　　　,556
557,チンゲンサイ　葉　ゆで　　　,557
558,チンゲンサイ　葉　油いため　　　,558
559,つくし　胞子茎　生　　　,559
560,つくし　胞子茎　ゆで　　　,560
561,つるな　茎葉　生　　　,561
562,つるむらさき　茎葉　生　　　,562
563,つるむらさき　茎葉　ゆで　　　,563
564,つわぶき　葉柄　生　　　,564
565,つわぶき　葉柄　ゆで　　　,565
566,とうがらし　葉･果実　生　　　,566
567,とうがらし　葉･果実　油いため　　　,567
568,とうがらし　果実　生　　　,568
569,とうがらし　果実　乾　　　,569
570,とうがん　果実　生　　　,570
571,とうがん　果実　ゆで　　　,571
572,（とうもろこし類）　スイートコーン　未熟種子　生　　,572
573,（とうもろこし類）　スイートコーン　未熟種子　ゆで　　,573
574,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理　　,574
575,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍　　,575
576,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　　,576
577,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル　,577
578,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル　,578
579,（とうもろこし類）　ヤングコーン　幼雌穂　生　　,579
580,（トマト類）　トマト　果実　生　　,580
581,（トマト類）　ミニトマト　果実　生　　,581
582,（トマト類）　缶詰　ホール　食塩無添加　,582
583,（トマト類）　缶詰　トマトジュース　食塩添加　,583
584,（トマト類）　缶詰　トマトジュース　食塩無添加　,584
585,（トマト類）　缶詰　ミックスジュース　食塩添加　,585
586,（トマト類）　缶詰　ミックスジュース　食塩無添加　,586
587,トレビス　葉　生　　　,587
588,とんぶり　ゆで　　　,588
589,ながさきはくさい　葉　生　　　,589
590,ながさきはくさい　葉　ゆで　　　,590
591,（なす類）　なす　果実　生　　,591
592,（なす類）　なす　果実　ゆで　　,592
593,（なす類）　なす　果実　油いため　　,593
594,（なす類）　なす　果実　天ぷら　　,594
595,（なす類）　べいなす　果実　生　　,595
596,（なす類）　べいなす　果実　素揚げ　　,596
597,（なす類）　漬物　塩漬　　,597
598,（なす類）　漬物　ぬかみそ漬　　,598
599,（なす類）　漬物　こうじ漬　　,599
600,（なす類）　漬物　からし漬　　,600
601,（なす類）　漬物　しば漬　　,601
602,なずな　葉　生　　　,602
603,（なばな類）　和種なばな　花らい・茎　生　　,603
604,（なばな類）　和種なばな　花らい・茎　ゆで　　,604
605,（なばな類）　洋種なばな　茎葉　生　　,605
606,（なばな類）　洋種なばな　茎葉　ゆで　　,606
607,にがうり　果実　生　　　,607
608,にがうり　果実　油いため　　　,608
609,（にら類）　にら　葉　生　　,609
610,（にら類）　にら　葉　ゆで　　,610
611,（にら類）　にら　葉　油いため　　,611
612,（にら類）　花にら　花茎・花らい　生　　,612
613,（にら類）　黄にら　葉　生　　,613
614,（にんじん類）　葉にんじん　葉　生　　,614
615,（にんじん類）　にんじん　根　皮つき　生　　,615
616,（にんじん類）　にんじん　根　皮つき　ゆで　　,616
617,（にんじん類）　にんじん　根　皮むき　生　　,617
618,（にんじん類）　にんじん　根　皮むき　ゆで　　,618
619,（にんじん類）　にんじん　根　皮むき　油いため　　,619
620,（にんじん類）　にんじん　根　皮むき　素揚げ　,620
621,（にんじん類）　にんじん　根　皮　生　,621
622,（にんじん類）　にんじん　根　冷凍　　,622
623,（にんじん類）　にんじん　グラッセ　,623
624,（にんじん類）　にんじん　ジュース　缶詰　　,624
625,（にんじん類）　きんとき　根　皮つき　生　　,625
626,（にんじん類）　きんとき　根　皮つき　ゆで　　,626
627,（にんじん類）　きんとき　根　皮むき　生　　,627
628,（にんじん類）　きんとき　根　皮むき　ゆで　　,628
629,（にんじん類）　ミニキャロット　根　生　　,629
630,（にんにく類）　にんにく　りん茎　生　　,630
631,（にんにく類）　にんにく　りん茎　油いため　　,631
632,（にんにく類）　茎にんにく　花茎　生　　,632
633,（にんにく類）　茎にんにく　花茎　ゆで　　,633
634,（ねぎ類）　根深ねぎ　葉　軟白　生　　,634
635,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　,635
636,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　,636
637,（ねぎ類）　葉ねぎ　葉　生　　,637
638,（ねぎ類）　葉ねぎ　葉　油いため　　,638
639,（ねぎ類）　こねぎ　葉　生　　,639
640,のざわな　葉　生　　　,640
641,のざわな　漬物　塩漬　　,641
642,のざわな　漬物　調味漬　　,642
643,のびる　りん茎葉　生　　　,643
644,はくさい　結球葉　生　　　,644
645,はくさい　結球葉　ゆで　　　,645
646,はくさい　漬物　塩漬　　,646
647,はくさい　漬物　キムチ　　,647
648,パクチョイ　葉　生　　　,648
649,バジル　葉　生　　　,649
650,パセリ　葉　生　　　,650
651,はつかだいこん　根　生　　　,651
652,はやとうり　果実　白色種　生　　,652
653,はやとうり　果実　緑色種　生　　,653
654,はやとうり　果実　白色種　塩漬　,654
655,ビーツ　根　生　　　,655
656,ビーツ　根　ゆで　　　,656
657,（ピーマン類）　青ピーマン　果実　生　　,657
658,（ピーマン類）　青ピーマン　果実　油いため　　,658
659,（ピーマン類）　赤ピーマン　果実　生　　,659
660,（ピーマン類）　赤ピーマン　果実　油いため　　,660
661,（ピーマン類）　黄ピーマン　果実　生　　,661
662,（ピーマン類）　黄ピーマン　果実　油いため　　,662
663,（ピーマン類）　トマピー　果実　生　　,663
664,ひのな　根・茎葉　生　　　,664
665,ひのな　根・茎葉　甘酢漬　　　,665
666,ひろしまな　葉　生　　　,666
667,ひろしまな　塩漬　　　,667
668,（ふき類）　ふき　葉柄　生　　,668
669,（ふき類）　ふき　葉柄　ゆで　　,669
670,（ふき類）　ふきのとう　花序　生　　,670
671,（ふき類）　ふきのとう　花序　ゆで　　,671
672,ふじまめ　若ざや　生　　　,672
673,ふだんそう　葉　生　　　,673
674,ふだんそう　葉　ゆで　　　,674
675,ブロッコリー　花序　生　　　,675
676,ブロッコリー　花序　ゆで　　　,676
677,ブロッコリー　芽ばえ　生　　　,677
678,へちま　果実　生　　　,678
679,へちま　果実　ゆで　　　,679
680,ほうれんそう　葉　通年平均　生　　,680
681,ほうれんそう　葉　夏採り　生　　,681
682,ほうれんそう　葉　冬採り　生　　,682
683,ほうれんそう　葉　通年平均　ゆで　　,683
684,ほうれんそう　葉　夏採り　ゆで　　,684
685,ほうれんそう　葉　冬採り　ゆで　　,685
686,ほうれんそう　葉　通年平均　油いため　　,686
687,ほうれんそう　葉　冷凍　　　,687
688,ホースラディシュ　根茎　生　　　,688
689,まこも　茎　生　　　,689
690,みずかけな　葉　生　　　,690
691,みずかけな　塩漬　　　,691
692,みずな　葉　生　　　,692
693,みずな　葉　ゆで　　　,693
694,みずな　塩漬　　　,694
695,（みつば類）　切りみつば　葉　生　　,695
696,（みつば類）　切りみつば　葉　ゆで　　,696
697,（みつば類）　根みつば　葉　生　　,697
698,（みつば類）　根みつば　葉　ゆで　　,698
699,（みつば類）　糸みつば　葉　生　　,699
700,（みつば類）　糸みつば　葉　ゆで　　,700
701,みぶな　葉　生　　　,701
702,（みょうが類）　みょうが　花穂　生　　,702
703,（みょうが類）　みょうがたけ　茎葉　生　　,703
704,むかご 　肉芽　生　　　,704
705,めキャベツ　結球葉　生　　　,705
706,めキャベツ　結球葉　ゆで　　　,706
707,めたで　　芽ばえ　生　　　,707
708,（もやし類）　アルファルファもやし　生　　,708
709,（もやし類）　だいずもやし　生　　,709
710,（もやし類）　だいずもやし　ゆで　　,710
711,（もやし類）　ブラックマッペもやし　生　　,711
712,（もやし類）　ブラックマッペもやし　ゆで　　,712
713,（もやし類）　りょくとうもやし　生　　,713
714,（もやし類）　りょくとうもやし　ゆで　　,714
715,モロヘイヤ　茎葉　生　　　,715
716,モロヘイヤ　茎葉　ゆで　　　,716
717,やまごぼう　みそ漬　　　,717
718,ゆりね　りん茎　生　　　,718
719,ゆりね　りん茎　ゆで　　　,719
720,ようさい　茎葉　生　　　,720
721,ようさい　茎葉　ゆで　　　,721
722,よめな　葉　生　　　,722
723,よもぎ　葉　生　　　,723
724,よもぎ　葉　ゆで　　　,724
725,らっかせい　未熟豆　生　　　,725
726,らっかせい　未熟豆　ゆで　　　,726
727,（らっきょう類）　らっきょう　りん茎　生　　,727
728,（らっきょう類）　らっきょう　甘酢漬　　,728
729,（らっきょう類）　エシャレット　りん茎　生　　,729
730,リーキ　りん茎葉　生　　　,730
731,リーキ　りん茎葉　ゆで　　　,731
732,ルッコラ　　葉　生　　　,732
733,ルバーブ　葉柄　生　　　,733
734,ルバーブ　葉柄　ゆで　　　,734
735,（レタス類）　レタス　土耕栽培　結球葉　生　　,735
736,（レタス類）　レタス　水耕栽培　結球葉　生　　,736
737,（レタス類）　サラダな　葉　生　　,737
738,（レタス類）　リーフレタス　葉　生　　,738
739,（レタス類）　サニーレタス　葉　生　　,739
740,（レタス類）　サンチュ　葉　生　　,740
741,（レタス類）　コスレタス　葉　生　　,741
742,れんこん　根茎　生　　　,742
743,れんこん　根茎　ゆで　　　,743
744,わけぎ　葉　生　　　,744
745,わけぎ　葉　ゆで　　　,745
746,わさび　根茎　生　　　,746
747,わさび　わさび漬　　　,747
748,わらび　生わらび　生　　　,748
749,わらび　生わらび　ゆで　　　,749
750,わらび　干しわらび　乾　　　,750
751,あけび　果肉　生　　　,751
752,あけび　果皮　生　　　,752
753,アセロラ　酸味種　生　　　,753
754,アセロラ　甘味種　生　　　,754
755,アセロラ　10 %果汁入り飲料　　,755
756,アテモヤ　生　　　,756
757,アボカド　生　　　,757
758,あんず　生　　　,758
759,あんず　乾　　　,759
760,あんず　缶詰　　　,760
761,あんず　ジャム　高糖度　　,761
762,あんず　ジャム　低糖度　　,762
763,いちご　生　　　,763
764,いちご　ジャム　高糖度　　,764
765,いちご　ジャム　低糖度　　,765
766,いちご　乾　　　,766
767,いちじく　生　　　,767
768,いちじく　乾　　　,768
769,いちじく　缶詰　　　,769
770,うめ　生　　　,770
771,うめ　梅漬　塩漬　　,771
772,うめ　梅漬　調味漬　　,772
773,うめ　梅干し　塩漬　　,773
774,うめ　梅干し　調味漬　　,774
775,うめ　梅びしお　　　,775
776,うめ　20 %果汁入り飲料　　　,776
777,オリーブ　塩漬　グリーンオリーブ　　,777
778,オリーブ　塩漬　ブラックオリーブ　　,778
779,オリーブ　塩漬　スタッフドオリーブ　　,779
780,かき　甘がき　生　　　,780
781,かき　渋抜きがき　生　　　,781
782,かき　干しがき　　　,782
783,かりん　生　　　,783
784,（かんきつ類）　いよかん　砂じょう　生　　,784
785,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　,785
786,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　,786
787,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　,787
788,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　,788
789,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　,789
790,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　,790
791,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　,791
792,（かんきつ類）　うんしゅうみかん　果実飲料　50 %果汁入り飲料　,792
793,（かんきつ類）　うんしゅうみかん　果実飲料　20 %果汁入り飲料　,793
794,（かんきつ類）　うんしゅうみかん　缶詰　果肉　,794
795,（かんきつ類）　うんしゅうみかん　缶詰　液汁　,795
796,（かんきつ類）　オレンジ　ネーブル　砂じょう　生　,796
797,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生　,797
798,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース　,798
799,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース　,799
800,（かんきつ類）　オレンジ　バレンシア　果実飲料　50 %果汁入り飲料　,800
801,（かんきつ類）　オレンジ　バレンシア　果実飲料　30 %果汁入り飲料　,801
802,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度　,802
803,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度　,803
804,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生　,804
805,（かんきつ類）　オロブランコ　砂じょう　生　　,805
806,（かんきつ類）　かぼす　果汁　生　　,806
807,（かんきつ類）　かわちばんかん　砂じょう　生　　,807
808,（かんきつ類）　きよみ　砂じょう　生　　,808
809,（かんきつ類）　きんかん　全果　生　　,809
810,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生　,810
811,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生　,811
812,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース　,812
813,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース　,813
814,（かんきつ類）　グレープフルーツ　果実飲料　50 %果汁入り飲料　,814
815,（かんきつ類）　グレープフルーツ　果実飲料　20 %果汁入り飲料　,815
816,（かんきつ類）　グレープフルーツ　缶詰　,816
817,（かんきつ類）　さんぼうかん　砂じょう　生　　,817
818,（かんきつ類）　シークヮーサー　果汁　生　　,818
819,（かんきつ類）　シークヮーサー　10 %果汁入り飲料　　,819
820,（かんきつ類）　しらぬひ　砂じょう　生　　,820
821,（かんきつ類）　すだち　果皮　生　　,821
822,（かんきつ類）　すだち　果汁　生　　,822
823,（かんきつ類）　せとか　砂じょう　生　　,823
824,（かんきつ類）　セミノール　砂じょう　生　　,824
825,（かんきつ類）　だいだい　果汁　生　　,825
826,（かんきつ類）　なつみかん　砂じょう　生　　,826
827,（かんきつ類）　なつみかん　缶詰　　,827
828,（かんきつ類）　はっさく　砂じょう　生　　,828
829,（かんきつ類）　はるみ　砂じょう　生　　,829
830,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生　　,830
831,（かんきつ類）　ひゅうがなつ　砂じょう　生　　,831
832,（かんきつ類）　ぶんたん　砂じょう　生　　,832
833,（かんきつ類）　ぶんたん　ざぼん漬　　,833
834,（かんきつ類）　ぽんかん　砂じょう　生　　,834
835,（かんきつ類）　ゆず　果皮　生　　,835
836,（かんきつ類）　ゆず　果汁　生　　,836
837,（かんきつ類）　ライム　果汁　生　　,837
838,（かんきつ類）　レモン　全果　生　　,838
839,（かんきつ類）　レモン　果汁　生　　,839
840,キウイフルーツ　緑肉種　生　　　,840
841,キウイフルーツ　黄肉種　生　　　,841
842,キワノ　生　　　,842
843,グァバ　赤肉種　生　　　,843
844,グァバ　白肉種　生　　　,844
845,グァバ　果実飲料　20 %果汁入り飲料（ネクター）　　,845
846,グァバ　果実飲料　10 %果汁入り飲料　　,846
847,グーズベリー　生　　　,847
848,ぐみ　生　　　,848
849,ココナッツ　ココナッツウォーター　　　,849
850,ココナッツ　ココナッツミルク　　　,850
851,ココナッツ　ナタデココ　　　,851
852,さくらんぼ　国産　生　　　,852
853,さくらんぼ　米国産　生　 　,853
854,さくらんぼ　米国産　缶詰　　,854
855,ざくろ　生　　　,855
856,すいか　赤肉種　生　　　,856
857,すいか　黄肉種　生　　　,857
858,スターフルーツ　生　　　,858
859,（すもも類）　にほんすもも　生　　,859
860,（すもも類）　プルーン　生　　,860
861,（すもも類）　プルーン　乾　　,861
862,チェリモヤ　生　　　,862
863,ドラゴンフルーツ　生　　　,863
864,ドリアン　生　　　,864
865,（なし類）　日本なし　生　　,865
866,（なし類）　日本なし　缶詰　　,866
867,（なし類）　中国なし　生　　,867
868,（なし類）　西洋なし　生　　,868
869,（なし類）　西洋なし　缶詰　　,869
870,なつめ　乾　　　,870
871,なつめやし　乾　　　,871
872,パインアップル　生　　　,872
873,パインアップル　果実飲料　ストレートジュース　　,873
874,パインアップル　果実飲料　濃縮還元ジュース　　,874
875,パインアップル　果実飲料　50 %果汁入り飲料　　,875
876,パインアップル　果実飲料　10 %果汁入り飲料　　,876
877,パインアップル　缶詰　　　,877
878,パインアップル　砂糖漬　　　,878
879,ハスカップ　生　　　,879
880,パッションフルーツ　果汁　生　　　,880
881,バナナ　生　　　,881
882,バナナ　乾　　　,882
883,パパイア　完熟　生　　　,883
884,パパイア　未熟　生　　　,884
885,びわ　生　　　,885
886,びわ　缶詰　　　,886
887,ぶどう　生　　　,887
888,ぶどう　干しぶどう　　　,888
889,ぶどう　果実飲料　ストレートジュース　　,889
890,ぶどう　果実飲料　濃縮還元ジュース　　,890
891,ぶどう　果実飲料　70 %果汁入り飲料　　,891
892,ぶどう　果実飲料　10 %果汁入り飲料　　,892
893,ぶどう　缶詰　　　,893
894,ぶどう　ジャム　　　,894
895,ブルーベリー　生　　　,895
896,ブルーベリー　ジャム　　　,896
897,ブルーベリー　乾　　　,897
898,ホワイトサポテ　生　　　,898
899,まくわうり　黄肉種　生　　　,899
900,まくわうり　白肉種　生　　　,900
901,マルメロ　生　　　,901
902,マンゴー　生　　　,902
903,マンゴスチン　生　　　,903
904,メロン　温室メロン　生　　　,904
905,メロン　露地メロン　緑肉種　生　,905
906,メロン　露地メロン　赤肉種　生　　,906
907,（もも類）　もも　生　　,907
908,（もも類）　もも　30 %果汁入り飲料（ネクター）　　,908
909,（もも類）　もも　缶詰　白肉種　果肉　,909
910,（もも類）　もも　缶詰　黄肉種　果肉　,910
911,（もも類）　もも　缶詰　液汁　,911
912,（もも類）　ネクタリン　生　　,912
913,やまもも　生　　　,913
914,ライチー　生　　　,914
915,ラズベリー　生　　　,915
916,りゅうがん　乾　　　,916
917,りんご　皮むき　生　　　,917
918,りんご　皮つき　生　　　,918
919,りんご　果実飲料　ストレートジュース　　,919
920,りんご　果実飲料　濃縮還元ジュース　　,920
921,りんご　果実飲料　50 %果汁入り飲料　　,921
922,りんご　果実飲料　30 %果汁入り飲料　　,922
923,りんご　缶詰　　　,923
924,りんご　ジャム　　　,924
925,えのきたけ　生　　　,925
926,えのきたけ　ゆで　　　,926
927,えのきたけ　油いため　　　,927
928,えのきたけ　味付け瓶詰　　　,928
929,（きくらげ類）　あらげきくらげ　乾　　,929
930,（きくらげ類）　あらげきくらげ　ゆで　　,930
931,（きくらげ類）　あらげきくらげ　油いため　　,931
932,（きくらげ類）　きくらげ　乾　　,932
933,（きくらげ類）　きくらげ　ゆで　　,933
934,（きくらげ類）　しろきくらげ　乾　　,934
935,（きくらげ類）　しろきくらげ　ゆで　　,935
936,くろあわびたけ　生　　　,936
937,しいたけ　生しいたけ　菌床栽培　生　　,937
938,しいたけ　生しいたけ　菌床栽培　ゆで　　,938
939,しいたけ　生しいたけ　菌床栽培　油いため　　,939
940,しいたけ　生しいたけ　原木栽培　生　　,940
941,しいたけ　生しいたけ　原木栽培　ゆで　　,941
942,しいたけ　生しいたけ　原木栽培　油いため　　,942
943,しいたけ　乾しいたけ　乾　　,943
944,しいたけ　乾しいたけ　ゆで　　,944
945,（しめじ類）　はたけしめじ　生　　,945
946,（しめじ類）　はたけしめじ　ゆで　　,946
947,（しめじ類）　ぶなしめじ　生　　,947
948,（しめじ類）　ぶなしめじ　ゆで　　,948
949,（しめじ類）　ぶなしめじ　油いため　　,949
950,（しめじ類）　ほんしめじ　生　　,950
951,（しめじ類）　ほんしめじ　ゆで　　,951
952,たもぎたけ　生　　　,952
953,なめこ　生　　　,953
954,なめこ　ゆで　　　,954
955,なめこ　水煮缶詰　　　,955
956,ぬめりすぎたけ　生　　　,956
957,（ひらたけ類）　うすひらたけ　生　　,957
958,（ひらたけ類）　エリンギ　生　　,958
959,（ひらたけ類）　エリンギ　ゆで　　,959
960,（ひらたけ類）　エリンギ　焼き　　,960
961,（ひらたけ類）　エリンギ　油いため　　,961
962,（ひらたけ類）　ひらたけ　生　　,962
963,（ひらたけ類）　ひらたけ　ゆで　　,963
964,まいたけ　生　　　,964
965,まいたけ　ゆで　　　,965
966,まいたけ　油いため　　　,966
967,まいたけ　乾　　　,967
968,マッシュルーム　生　　　,968
969,マッシュルーム　ゆで　　　,969
970,マッシュルーム　油いため　　　,970
971,マッシュルーム　水煮缶詰　　　,971
972,まつたけ　生　　　,972
973,やなぎまつたけ　生　　　,973
974,あおさ　素干し　　　,974
975,あおのり　素干し　　　,975
976,あまのり　ほしのり　　　,976
977,あまのり　焼きのり　　　,977
978,あまのり　味付けのり　　　,978
979,あらめ　蒸し干し　　　,979
980,いわのり　素干し　　　,980
981,うみぶどう　生　　　,981
982,えごのり　素干し　　　,982
983,えごのり　おきうと　　　,983
984,おごのり　塩蔵　塩抜き　　　,984
985,かわのり　素干し　　　,985
986,（こんぶ類）　えながおにこんぶ　素干し　　,986
987,（こんぶ類）　がごめこんぶ　素干し　　,987
988,（こんぶ類）　ながこんぶ　素干し　　,988
989,（こんぶ類）　ほそめこんぶ　素干し　　,989
990,（こんぶ類）　まこんぶ　素干し　　,990
991,（こんぶ類）　みついしこんぶ　素干し　　,991
992,（こんぶ類）　りしりこんぶ　素干し　　,992
993,（こんぶ類）　刻み昆布　　　,993
994,（こんぶ類）　削り昆布　　　,994
995,（こんぶ類）　塩昆布　　　,995
996,（こんぶ類）　つくだ煮　　　,996
997,すいぜんじのり　素干し　水戻し　　　,997
998,てんぐさ　素干し　　　,998
999,てんぐさ　ところてん　　　,999
1000,てんぐさ　角寒天　　　,1000
1001,てんぐさ　寒天　　　,1001
1002,てんぐさ　粉寒天　　　,1002
1003,とさかのり　赤とさか　塩蔵　塩抜き　　,1003
1004,とさかのり　青とさか　塩蔵　塩抜き　　,1004
1005,ひじき　ほしひじき　ステンレス釜　乾　　,1005
1006,ひじき　ほしひじき　ステンレス釜　ゆで　　,1006
1007,ひじき　ほしひじき　ステンレス釜　油いため　　,1007
1008,ひじき　ほしひじき　鉄釜　乾　　,1008
1009,ひじき　ほしひじき　鉄釜　ゆで　　,1009
1010,ひじき　ほしひじき　鉄釜　油いため　　,1010
1011,ひとえぐさ　素干し　　　,1011
1012,ひとえぐさ　つくだ煮　　　,1012
1013,ふのり　素干し　　　,1013
1014,まつも　素干し　　　,1014
1015,むかでのり　塩蔵　塩抜き　　　,1015
1016,（もずく類）　おきなわもずく　塩蔵　塩抜き　　,1016
1017,（もずく類）　もずく　塩蔵　塩抜き　　,1017
1018,わかめ　原藻　生　　　,1018
1019,わかめ　乾燥わかめ　素干し　　,1019
1020,わかめ　乾燥わかめ　素干し　水戻し　　,1020
1021,わかめ　乾燥わかめ　板わかめ　　,1021
1022,わかめ　乾燥わかめ　灰干し　水戻し　　,1022
1023,わかめ　カットわかめ　　　,1023
1024,わかめ　湯通し塩蔵わかめ　塩抜き　　,1024
1026,わかめ　くきわかめ　湯通し塩蔵　塩抜き　　,1026
1027,わかめ　めかぶわかめ　生　　,1027
1028,＜魚類＞あいなめ　生　　　,1028
1029,＜魚類＞あこうだい　生　　　,1029
1030,＜魚類＞（あじ類）　まあじ　皮つき、生　　,1030
1031,＜魚類＞（あじ類）　まあじ　皮なし、刺身　　,1031
1032,＜魚類＞（あじ類）　まあじ　皮つき、水煮　　,1032
1033,＜魚類＞（あじ類）　まあじ　皮つき、焼き　　,1033
1034,＜魚類＞（あじ類）　まあじ　皮つき、フライ　　,1034
1035,＜魚類＞（あじ類）　まあじ　開き干し　生　　,1035
1036,＜魚類＞（あじ類）　まあじ　開き干し　焼き　　,1036
1037,＜魚類＞（あじ類）　まあじ　小型　骨付き　生　　,1037
1038,＜魚類＞（あじ類）　まあじ　小型　骨付き　から揚げ　,1038
1039,＜魚類＞（あじ類）　まるあじ　生　　,1039
1040,＜魚類＞（あじ類）　まるあじ　焼き　　,1040
1041,＜魚類＞（あじ類）　にしまあじ　生　　,1041
1042,＜魚類＞（あじ類）　にしまあじ　水煮　　,1042
1043,＜魚類＞（あじ類）　にしまあじ　焼き　　,1043
1044,＜魚類＞（あじ類）　むろあじ　生　　,1044
1045,＜魚類＞（あじ類）　むろあじ　焼き　　,1045
1046,＜魚類＞（あじ類）　むろあじ　開き干し　　,1046
1047,＜魚類＞（あじ類）　むろあじ　くさや　　,1047
1048,＜魚類＞あなご　生　　　,1048
1049,＜魚類＞あなご　蒸し　　　,1049
1050,＜魚類＞あまご　養殖　生　　　,1050
1051,＜魚類＞あまだい　生　　　,1051
1052,＜魚類＞あまだい　水煮　　　,1052
1053,＜魚類＞あまだい　焼き　　　,1053
1054,＜魚類＞あゆ　天然　生　　　,1054
1055,＜魚類＞あゆ　天然　焼き　　　,1055
1056,＜魚類＞あゆ　天然　内臓　生　　　,1056
1057,＜魚類＞あゆ　天然　内臓　焼き　　　,1057
1058,＜魚類＞あゆ　養殖　生　　　,1058
1059,＜魚類＞あゆ　養殖　焼き　　　,1059
1060,＜魚類＞あゆ　養殖　内臓　生　　　,1060
1061,＜魚類＞あゆ　養殖　内臓　焼き　　　,1061
1062,＜魚類＞あゆ　うるか　　　,1062
1063,＜魚類＞アラスカめぬけ　生　　　,1063
1064,＜魚類＞あんこう　生　　　,1064
1065,＜魚類＞あんこう　きも　生　　　,1065
1066,＜魚類＞いかなご　生　　　,1066
1067,＜魚類＞いかなご　煮干し　　　,1067
1068,＜魚類＞いかなご　つくだ煮　　　,1068
1069,＜魚類＞いかなご　あめ煮　　　,1069
1070,＜魚類＞いさき　生　　　,1070
1071,＜魚類＞いしだい　生　　　,1071
1072,＜魚類＞いとよりだい　生　　　,1072
1073,＜魚類＞いとよりだい　すり身　,1073
1074,＜魚類＞いぼだい　生　　　,1074
1075,＜魚類＞（いわし類）　うるめいわし　生　　,1075
1076,＜魚類＞（いわし類）　うるめいわし　丸干し　　,1076
1077,＜魚類＞（いわし類）　かたくちいわし　生　　,1077
1078,＜魚類＞（いわし類）　かたくちいわし　煮干し　　,1078
1079,＜魚類＞（いわし類）　かたくちいわし　田作り　　,1079
1080,＜魚類＞（いわし類）　まいわし　生　　,1080
1081,＜魚類＞（いわし類）　まいわし　水煮　　,1081
1082,＜魚類＞（いわし類）　まいわし　焼き　　,1082
1083,＜魚類＞（いわし類）　まいわし　フライ　　,1083
1084,＜魚類＞（いわし類）　まいわし　塩いわし　　,1084
1085,＜魚類＞（いわし類）　まいわし　生干し　　,1085
1086,＜魚類＞（いわし類）　まいわし　丸干し　　,1086
1087,＜魚類＞（いわし類）　めざし　生　　,1087
1088,＜魚類＞（いわし類）　めざし　焼き　　,1088
1089,＜魚類＞（いわし類）　しらす　生　　　,1089
1090,＜魚類＞（いわし類）　しらす干し　微乾燥品　　,1090
1091,＜魚類＞（いわし類）　しらす干し　半乾燥品　　,1091
1092,＜魚類＞（いわし類）　たたみいわし　　　,1092
1093,＜魚類＞（いわし類）　みりん干し　かたくちいわし　　,1093
1094,＜魚類＞（いわし類）　みりん干し　まいわし　　,1094
1095,＜魚類＞（いわし類）　缶詰　水煮　　,1095
1096,＜魚類＞（いわし類）　缶詰　味付け　　,1096
1097,＜魚類＞（いわし類）　缶詰　トマト漬　　,1097
1098,＜魚類＞（いわし類）　缶詰　油漬　　,1098
